Date;Recipe Name ;Holder Tank Status ;Pasteurizer Temperature Setpoint (°C);Pasteurizer Temperature (TT170) (°C);Pasteurizer Outlet Temperature Setpoint (°C);Pasteurizer Outlet Temperature (TT270) (°C);Pasteurizer Holder Temperature (TT870) (°C);Temperature After Holder Tank (TT970) (°C);Pasteurizer Flow Setpoint (lt/h);Pasteurizer Flow Real (lt/h);Total Pasteurized Product;Online User;
01.12.2020 18:54:12;moloko;False;92;91,233;6;5,975;91,565;91,500;5000;4.991,319;3.194,901;;
01.12.2020 18:54:13;moloko;False;92;91,175;6;6,004;91,565;91,500;5000;4.991,319;3.194,901;;
01.12.2020 18:54:15;moloko;False;92;91,037;6;5,975;91,522;91,464;5000;5.003,617;3.194,901;;
01.12.2020 18:54:16;moloko;False;92;90,994;6;6,011;91,522;91,464;5000;5.020,255;3.194,901;;
01.12.2020 18:54:17;moloko;False;92;90,994;6;5,975;91,522;91,464;5000;5.010,127;3.194,901;;
01.12.2020 18:54:19;moloko;False;92;90,994;6;6,011;91,522;91,464;5000;4.997,830;3.194,901;;
01.12.2020 18:54:20;moloko;False;92;91,023;6;6,011;91,522;91,435;5000;4.998,553;3.194,901;;
01.12.2020 18:54:32;moloko;False;92;91,645;6;6,011;91,522;91,399;5000;5.001,447;3.194,901;;
01.12.2020 18:54:33;moloko;False;92;91,753;6;6,004;91,522;91,435;5000;4.994,213;3.194,901;;
01.12.2020 18:54:36;moloko;False;92;92,043;6;6,004;91,522;91,399;5000;4.992,043;3.194,901;;
01.12.2020 18:54:38;moloko;False;92;92,238;6;6,011;91,493;91,435;5000;4.991,319;3.194,901;;
01.12.2020 18:54:39;moloko;False;92;92,282;6;6,004;91,457;91,435;5000;4.991,319;3.194,901;;
01.12.2020 18:54:40;moloko;False;92;92,296;6;6,004;91,428;91,435;5000;5.007,233;3.194,901;;
01.12.2020 18:54:50;moloko;False;92;93,019;6;6,011;91,074;91,262;5000;4.173,177;3.194,901;;
01.12.2020 18:54:51;moloko;False;92;93,048;6;6,011;90,943;91,218;5000;4.330,150;3.194,901;;
01.12.2020 18:54:52;moloko;False;92;93,128;6;6,011;90,900;91,059;5000;4.487,124;3.194,901;;
01.12.2020 18:54:53;moloko;False;92;93,186;6;6,004;90,893;91,045;5000;4.620,949;3.194,901;;
01.12.2020 18:54:55;moloko;False;92;93,236;6;6,011;90,828;90,972;5000;4.713,542;3.194,901;;
01.12.2020 18:54:56;moloko;False;92;93,236;6;6,004;90,697;90,972;5000;4.735,966;3.194,901;;
01.12.2020 18:54:58;moloko;False;92;93,215;6;6,040;90,654;90,813;5000;4.773,582;3.194,901;;
01.12.2020 18:54:59;moloko;False;92;93,077;6;6,040;90,611;90,770;5000;4.789,497;3.194,901;;
01.12.2020 18:55:10;moloko;False;92;92,188;6;6,214;91,001;90,647;5000;4.871,238;3.194,901;;
01.12.2020 18:55:11;moloko;False;92;92,151;6;6,185;91,030;90,625;5000;4.886,429;3.194,901;;
01.12.2020 18:55:12;moloko;False;92;92,151;6;6,178;91,045;90,661;5000;4.888,600;3.194,901;;
01.12.2020 18:55:13;moloko;False;92;92,122;6;6,214;91,218;90,661;5000;4.881,366;3.194,901;;
01.12.2020 18:55:15;moloko;False;92;92,079;6;6,149;91,334;90,726;5000;4.884,259;3.194,901;;
01.12.2020 18:55:16;moloko;False;92;91,949;6;6,149;91,471;90,885;5000;4.895,833;3.194,901;;
01.12.2020 18:55:17;moloko;False;92;91,905;6;6,149;91,493;90,914;5000;4.905,237;3.194,901;;
01.12.2020 18:55:18;moloko;False;92;91,876;6;6,149;91,573;90,987;5000;4.905,960;3.194,901;;
01.12.2020 18:55:30;moloko;False;92;91,970;6;6,113;92,484;92,014;5000;4.918,981;3.194,901;;
01.12.2020 18:55:31;moloko;False;92;91,970;6;6,113;92,578;92,122;5000;4.922,598;3.194,901;;
01.12.2020 18:55:32;moloko;False;92;91,970;6;6,084;92,643;92,166;5000;4.921,152;3.194,901;;
01.12.2020 18:55:34;moloko;False;92;91,970;6;6,149;92,679;92,332;5000;4.922,598;3.194,901;;
01.12.2020 18:55:35;moloko;False;92;91,999;6;6,120;92,679;92,354;5000;4.924,769;3.194,901;;
01.12.2020 18:55:36;moloko;False;92;92,014;6;6,113;92,679;92,397;5000;4.924,045;3.194,901;;
01.12.2020 18:55:37;moloko;False;92;92,014;6;6,084;92,650;92,412;5000;4.928,385;3.194,901;;
01.12.2020 18:55:39;moloko;False;92;92,050;6;6,084;92,622;92,462;5000;4.932,002;3.194,901;;
01.12.2020 18:55:50;moloko;False;92;92,216;6;6,113;91,768;92,036;5000;4.903,791;3.194,901;;
01.12.2020 18:55:51;moloko;False;92;92,245;6;6,113;91,739;91,992;5000;4.900,897;3.194,901;;
01.12.2020 18:55:53;moloko;False;92;92,289;6;6,113;91,659;91,790;5000;4.917,535;3.194,901;;
01.12.2020 18:55:54;moloko;False;92;92,310;6;6,113;91,659;91,790;5000;4.921,152;3.194,901;;
01.12.2020 18:55:55;moloko;False;92;92,310;6;6,149;91,659;91,746;5000;4.913,194;3.194,901;;
01.12.2020 18:55:58;moloko;False;92;92,253;6;6,141;91,565;91,551;5000;4.881,366;3.194,901;;
01.12.2020 18:56:11;moloko;False;92;92,151;6;6,040;91,522;91,356;5000;4.854,601;3.194,901;;
01.12.2020 18:56:12;moloko;False;92;92,180;6;6,011;91,522;91,392;5000;4.856,047;3.194,901;;
01.12.2020 18:56:13;moloko;False;92;92,188;6;6,011;91,522;91,392;5000;4.858,941;3.194,901;;
01.12.2020 18:56:14;moloko;False;92;92,188;6;5,975;91,551;91,392;5000;4.850,260;3.194,901;;
01.12.2020 18:56:17;moloko;False;92;92,188;6;5,946;91,594;91,435;5000;4.873,409;3.194,901;;
01.12.2020 18:56:18;moloko;False;92;92,188;6;5,910;91,594;91,435;5000;4.874,132;3.194,901;;
01.12.2020 18:56:31;moloko;False;92;92,079;6;5,946;91,826;91,667;5000;4.887,153;6,646;;
01.12.2020 18:56:32;moloko;False;92;92,043;6;5,946;91,862;91,667;5000;4.877,749;8,002;;
01.12.2020 18:56:36;moloko;False;92;92,079;6;5,975;91,775;91,746;5000;4.889,323;13,428;;
01.12.2020 18:56:38;moloko;False;92;92,079;6;5,975;91,775;91,746;5000;4.873,409;16,142;;
01.12.2020 18:56:39;moloko;False;92;92,079;6;5,975;91,739;91,746;5000;4.890,770;17,497;;
01.12.2020 18:56:40;moloko;False;92;92,043;6;5,975;91,710;91,746;5000;4.895,833;18,857;;
01.12.2020 18:56:50;moloko;False;92;91,840;6;6,040;91,696;91,573;5000;4.873,409;32,412;;
01.12.2020 18:56:51;moloko;False;92;91,840;6;6,040;91,696;91,573;5000;4.869,068;33,765;;
01.12.2020 18:56:55;moloko;False;92;91,833;6;6,113;91,732;91,609;5000;4.855,324;39,165;;
01.12.2020 18:56:58;moloko;False;92;91,876;6;6,149;91,739;91,638;5000;4.861,111;41,863;;
01.12.2020 18:57:11;moloko;False;92;92,253;6;6,040;91,659;91,602;5000;4.811,198;60,633;;
01.12.2020 18:57:12;moloko;False;92;92,260;6;6,040;91,630;91,602;5000;4.832,176;61,972;;
01.12.2020 18:57:13;moloko;False;92;92,303;6;6,011;91,630;91,602;5000;4.845,920;63,317;;
01.12.2020 18:57:14;moloko;False;92;92,376;6;6,033;91,659;91,573;5000;4.858,941;64,665;;
01.12.2020 18:57:15;moloko;False;92;92,470;6;6,011;91,659;91,573;5000;4.872,685;66,018;;
01.12.2020 18:57:18;moloko;False;92;92,499;6;5,975;91,659;91,573;5000;4.877,025;70,080;;
01.12.2020 18:57:32;moloko;False;92;92,419;6;5,903;91,385;91,450;5000;4.904,514;89,119;;
01.12.2020 18:57:33;moloko;False;92;92,433;6;5,910;91,413;91,450;5000;4.898,003;90,480;;
01.12.2020 18:57:37;moloko;False;92;92,368;6;5,939;91,486;91,356;5000;4.899,450;95,924;;
01.12.2020 18:57:39;moloko;False;92;92,231;6;5,975;91,522;91,356;5000;4.906,684;98,649;;
01.12.2020 18:57:51;moloko;False;92;92,043;6;6,040;91,768;91,573;5000;4.912,471;114,980;;
01.12.2020 18:57:52;moloko;False;92;92,043;6;6,040;91,768;91,573;5000;4.920,428;116,346;;
01.12.2020 18:57:54;moloko;False;92;92,079;6;6,040;91,833;91,638;5000;4.920,428;119,079;;
01.12.2020 18:57:55;moloko;False;92;92,043;6;6,076;91,833;91,638;5000;4.920,428;120,446;;
01.12.2020 18:57:56;moloko;False;92;92,079;6;6,040;91,862;91,667;5000;4.923,322;121,813;;
01.12.2020 18:57:57;moloko;False;92;92,108;6;6,069;91,905;91,703;5000;4.915,365;123,180;;
01.12.2020 18:57:59;moloko;False;92;92,108;6;6,069;91,905;91,746;5000;4.914,641;125,908;;
01.12.2020 18:58:00;moloko;False;92;92,108;6;6,069;91,942;91,746;5000;4.914,641;127,273;;
01.12.2020 18:58:10;moloko;False;92;92,108;6;6,105;91,985;91,790;5000;4.906,684;140,913;;
01.12.2020 18:58:11;moloko;False;92;92,144;6;6,084;92,014;91,811;5000;4.909,578;142,276;;
01.12.2020 18:58:12;moloko;False;92;92,151;6;6,040;91,985;91,804;5000;4.906,684;143,639;;
01.12.2020 18:58:13;moloko;False;92;92,188;6;6,040;92,014;91,840;5000;4.915,365;145,004;;
01.12.2020 18:58:19;moloko;False;92;92,122;6;6,011;91,876;91,884;5000;4.910,301;153,185;;
01.12.2020 18:58:20;moloko;False;92;92,115;6;6,004;91,840;91,819;5000;4.913,194;154,550;;
01.12.2020 18:58:30;moloko;False;92;92,122;6;6,004;91,623;91,609;5000;4.903,067;168,191;;
01.12.2020 18:58:31;moloko;False;92;92,122;6;6,011;91,630;91,602;5000;4.913,918;169,554;;
01.12.2020 18:58:32;moloko;False;92;92,122;6;6,011;91,602;91,602;5000;4.920,428;170,920;;
01.12.2020 18:58:34;moloko;False;92;92,079;6;6,040;91,630;91,544;5000;4.913,194;173,651;;
01.12.2020 18:58:38;moloko;False;92;92,043;6;6,069;91,630;91,500;5000;4.913,918;179,111;;
01.12.2020 18:58:39;moloko;False;92;92,014;6;6,069;91,659;91,500;5000;4.916,088;180,477;;
01.12.2020 18:58:50;moloko;False;92;92,043;6;6,113;91,696;91,536;5000;4.918,258;195,490;;
01.12.2020 18:58:51;moloko;False;92;92,043;6;6,113;91,696;91,536;5000;4.916,812;196,856;;
01.12.2020 18:58:57;moloko;False;92;92,014;6;6,113;91,696;91,602;5000;4.922,598;205,045;;
01.12.2020 18:58:58;moloko;False;92;92,014;6;6,113;91,659;91,573;5000;4.927,662;206,414;;
01.12.2020 18:59:10;moloko;False;92;91,905;6;6,141;91,630;91,573;5000;4.921,152;222,814;;
01.12.2020 18:59:11;moloko;False;92;91,905;6;6,113;91,630;91,573;5000;4.919,705;224,181;;
01.12.2020 18:59:13;moloko;False;92;91,934;6;6,178;91,630;91,536;5000;4.928,385;226,915;;
01.12.2020 18:59:14;moloko;False;92;91,970;6;6,178;91,594;91,573;5000;4.926,938;228,284;;
01.12.2020 18:59:19;moloko;False;92;92,014;6;6,149;91,565;91,536;5000;4.912,471;233,748;;
01.12.2020 18:59:19;moloko;False;92;92,014;6;6,178;91,565;91,536;5000;4.913,918;235,113;;
01.12.2020 18:59:31;moloko;False;92;91,869;6;6,170;91,594;91,464;5000;4.913,918;251,502;;
01.12.2020 18:59:32;moloko;False;92;91,869;6;6,149;91,594;91,464;5000;4.910,301;252,867;;
01.12.2020 18:59:35;moloko;False;92;91,804;6;6,178;91,565;91,500;5000;4.918,258;256,961;;
01.12.2020 18:59:36;moloko;False;92;91,797;6;6,178;91,565;91,493;5000;4.916,088;258,327;;
01.12.2020 18:59:39;moloko;False;92;91,645;6;6,178;91,522;91,464;5000;4.924,769;262,425;;
01.12.2020 18:59:41;moloko;False;92;91,594;6;6,207;91,522;91,464;5000;4.926,215;263,794;;
01.12.2020 18:59:52;moloko;False;92;92,079;6;6,207;91,486;91,356;5000;4.905,960;280,176;;
01.12.2020 18:59:53;moloko;False;92;92,079;6;6,178;91,522;91,356;5000;4.908,854;281,539;;
01.12.2020 18:59:55;moloko;False;92;92,050;6;6,178;91,522;91,356;5000;4.916,812;284,272;;
01.12.2020 18:59:56;moloko;False;92;92,014;6;6,178;91,522;91,356;5000;4.909,578;285,636;;
01.12.2020 19:00:10;moloko;False;92;91,934;6;6,178;91,421;91,356;5000;4.906,684;304,741;;
01.12.2020 19:00:11;moloko;False;92;91,970;6;6,214;91,385;91,356;5000;4.908,131;306,104;;
01.12.2020 19:00:18;moloko;False;92;91,934;6;6,178;91,269;91,291;5000;4.905,960;315,656;;
01.12.2020 19:00:19;moloko;False;92;91,970;6;6,214;91,276;91,276;5000;4.903,067;317,019;;
01.12.2020 19:00:30;moloko;False;92;92,079;6;6,192;91,464;91,269;5000;4.916,088;332,020;;
01.12.2020 19:00:31;moloko;False;92;92,079;6;6,178;91,508;91,305;5000;4.915,365;333,386;;
01.12.2020 19:00:32;moloko;False;92;92,043;6;6,178;91,522;91,319;5000;4.911,024;334,751;;
01.12.2020 19:00:33;moloko;False;92;92,043;6;6,178;91,522;91,348;5000;4.915,365;336,116;;
01.12.2020 19:00:35;moloko;False;92;92,014;6;6,185;91,522;91,356;5000;4.916,088;338,848;;
01.12.2020 19:00:36;moloko;False;92;91,978;6;6,178;91,522;91,385;5000;4.913,918;340,213;;
01.12.2020 19:00:38;moloko;False;92;91,978;6;6,214;91,551;91,413;5000;4.913,918;342,941;;
01.12.2020 19:00:40;moloko;False;92;91,934;6;6,207;91,522;91,435;5000;4.917,535;345,673;;
01.12.2020 19:00:51;moloko;False;92;92,079;6;6,178;91,457;91,399;5000;4.919,705;360,716;;
01.12.2020 19:00:52;moloko;False;92;92,108;6;6,207;91,486;91,399;5000;4.907,407;362,080;;
01.12.2020 19:00:54;moloko;False;92;92,108;6;6,214;91,486;91,399;5000;4.906,684;364,805;;
01.12.2020 19:00:55;moloko;False;92;92,079;6;6,243;91,522;91,399;5000;4.911,748;366,169;;
01.12.2020 19:00:56;moloko;False;92;92,050;6;6,214;91,551;91,399;5000;4.916,088;367,534;;
01.12.2020 19:00:57;moloko;False;92;92,043;6;6,214;91,551;91,399;5000;4.912,471;368,899;;
01.12.2020 19:00:58;moloko;False;92;92,043;6;6,207;91,587;91,399;5000;4.898,003;370,261;;
01.12.2020 19:00:59;moloko;False;92;92,014;6;6,214;91,594;91,356;5000;4.895,110;371,622;;
01.12.2020 19:01:12;moloko;False;92;92,043;6;6,214;91,565;91,536;5000;4.908,131;389,346;;
01.12.2020 19:01:13;moloko;False;92;92,043;6;6,243;91,565;91,536;5000;4.904,514;390,709;;
01.12.2020 19:01:14;moloko;False;92;92,072;6;6,214;91,486;91,493;5000;4.899,450;392,070;;
01.12.2020 19:01:16;moloko;False;92;92,043;6;6,207;91,486;91,493;5000;4.914,641;394,796;;
01.12.2020 19:01:17;moloko;False;92;92,043;6;6,243;91,486;91,464;5000;4.905,237;396,160;;
01.12.2020 19:01:18;moloko;False;92;92,007;6;6,243;91,486;91,435;5000;4.908,854;397,523;;
01.12.2020 19:01:33;moloko;False;92;92,014;6;6,250;91,630;91,493;5000;4.906,684;417,959;;
01.12.2020 19:01:34;moloko;False;92;91,978;6;6,250;91,602;91,529;5000;4.907,407;419,322;;
01.12.2020 19:01:36;moloko;False;92;91,934;6;6,264;91,565;91,500;5000;4.912,471;422,051;;
01.12.2020 19:01:37;moloko;False;92;91,934;6;6,257;91,522;91,529;5000;4.910,301;423,415;;
01.12.2020 19:01:38;moloko;False;92;91,905;6;6,250;91,522;91,529;5000;4.905,237;424,778;;
01.12.2020 19:01:39;moloko;False;92;91,934;6;6,257;91,493;91,529;5000;4.907,407;426,141;;
01.12.2020 19:01:50;moloko;False;92;92,021;6;6,250;91,594;91,399;5000;4.910,301;441,122;;
01.12.2020 19:01:51;moloko;False;92;92,014;6;6,257;91,594;91,435;5000;4.912,471;442,486;;
01.12.2020 19:01:53;moloko;False;92;91,978;6;6,257;91,594;91,428;5000;4.921,875;445,219;;
01.12.2020 19:01:54;moloko;False;92;91,949;6;6,257;91,594;91,464;5000;4.908,131;446,584;;
01.12.2020 19:01:59;moloko;False;92;91,970;6;6,257;91,565;91,493;5000;4.901,621;453,398;;
01.12.2020 19:02:00;moloko;False;92;91,992;6;6,257;91,522;91,464;5000;4.898,003;454,759;;
01.12.2020 19:02:11;moloko;False;92;91,978;6;6,257;91,565;91,464;5000;4.911,024;469,748;;
01.12.2020 19:02:12;moloko;False;92;91,978;6;6,250;91,522;91,493;5000;4.908,854;471,112;;
01.12.2020 19:02:13;moloko;False;92;91,978;6;6,214;91,522;91,464;5000;4.913,918;472,476;;
01.12.2020 19:02:14;moloko;False;92;91,978;6;6,243;91,522;91,464;5000;4.914,641;473,841;;
01.12.2020 19:02:31;moloko;False;92;91,978;6;6,250;91,522;91,464;5000;4.907,407;497,013;;
01.12.2020 19:02:32;moloko;False;92;91,978;6;6,250;91,493;91,464;5000;4.908,131;498,376;;
01.12.2020 19:02:35;moloko;False;92;92,014;6;6,250;91,522;91,464;5000;4.898,003;502,466;;
01.12.2020 19:02:36;moloko;False;92;92,014;6;6,257;91,493;91,428;5000;4.898,727;503,826;;
01.12.2020 19:02:50;moloko;False;92;92,014;6;6,207;91,551;91,435;5000;4.905,237;522,904;;
01.12.2020 19:02:52;moloko;False;92;92,014;6;6,214;91,522;91,464;5000;4.899,450;525,627;;
01.12.2020 19:03:10;moloko;False;92;92,007;6;6,214;91,522;91,464;5000;4.904,514;550,153;;
01.12.2020 19:03:12;moloko;False;92;91,978;6;6,178;91,558;91,464;5000;4.893,663;552,873;;
01.12.2020 19:03:19;moloko;False;92;92,043;6;6,178;91,551;91,428;5000;4.903,067;562,396;;
01.12.2020 19:03:20;moloko;False;92;92,043;6;6,178;91,558;91,464;5000;4.910,301;563,760;;
01.12.2020 19:03:30;moloko;False;92;91,942;6;6,149;91,522;91,435;5000;4.901,621;577,381;;
01.12.2020 19:03:31;moloko;False;92;91,934;6;6,178;91,544;91,435;5000;4.899,450;578,742;;
01.12.2020 19:03:32;moloko;False;92;91,905;6;6,178;91,551;91,435;5000;4.906,684;580,104;;
01.12.2020 19:03:33;moloko;False;92;91,905;6;6,178;91,558;91,435;5000;4.905,960;581,467;;
01.12.2020 19:03:39;moloko;False;92;91,970;6;6,149;91,522;91,464;5000;4.901,621;589,636;;
01.12.2020 19:03:40;moloko;False;92;91,970;6;6,178;91,522;91,435;5000;4.905,237;590,998;;
01.12.2020 19:03:50;moloko;False;92;91,934;6;6,113;91,522;91,428;5000;4.908,131;604,609;;
01.12.2020 19:03:52;moloko;False;92;91,934;6;6,156;91,522;91,435;5000;4.913,194;607,338;;
01.12.2020 19:03:55;moloko;False;92;91,970;6;6,149;91,551;91,428;5000;4.907,407;611,428;;
01.12.2020 19:03:57;moloko;False;92;91,999;6;6,149;91,551;91,428;5000;4.901,621;614,153;;
01.12.2020 19:03:58;moloko;False;92;91,978;6;6,149;91,551;91,435;5000;4.903,067;615,514;;
01.12.2020 19:03:59;moloko;False;92;91,978;6;6,149;91,587;91,435;5000;4.894,387;616,875;;
01.12.2020 19:04:12;moloko;False;92;91,884;6;6,084;91,486;91,399;5000;7.425,492;642,517;;
01.12.2020 19:04:13;moloko;False;92;91,898;6;6,040;91,486;91,428;5000;7.313,368;644,563;;
01.12.2020 19:04:15;moloko;False;92;91,970;6;6,040;91,486;91,399;5000;7.128,906;648,567;;
01.12.2020 19:04:16;moloko;False;92;91,970;6;5,859;91,486;91,399;5000;7.058,738;650,536;;
01.12.2020 19:04:18;moloko;False;92;92,021;6;5,679;91,522;91,363;5000;6.722,367;654,390;;
01.12.2020 19:04:19;moloko;False;92;92,028;6;5,613;91,486;91,385;5000;6.014,178;656,144;;
01.12.2020 19:04:32;moloko;False;92;91,934;6;5,288;91,486;91,399;5000;5.224,971;674,473;;
01.12.2020 19:04:33;moloko;False;92;91,934;6;5,288;91,486;91,356;5000;5.203,270;675,923;;
01.12.2020 19:04:34;moloko;False;92;91,963;6;5,447;91,515;91,421;5000;5.161,313;677,362;;
01.12.2020 19:04:37;moloko;False;92;91,905;6;5,657;91,486;91,399;5000;5.108,507;681,634;;
01.12.2020 19:04:53;moloko;False;92;91,905;6;6,272;91,442;91,327;5000;4.981,916;704,001;;
01.12.2020 19:04:54;moloko;False;92;91,905;6;6,272;91,479;91,291;5000;4.959,491;705,381;;
01.12.2020 19:05:13;moloko;False;92;91,732;6;5,975;91,486;91,399;5000;4.939,236;731,815;;
01.12.2020 19:05:14;moloko;False;92;91,732;6;5,975;91,486;91,399;5000;4.928,385;733,184;;
01.12.2020 19:05:15;moloko;False;92;91,761;6;5,975;91,486;91,356;5000;4.973,958;734,559;;
01.12.2020 19:05:16;moloko;False;92;91,768;6;5,946;91,457;91,385;5000;5.007,233;735,946;;
01.12.2020 19:05:19;moloko;False;92;91,970;6;5,881;91,457;91,356;5000;4.994,937;740,116;;
01.12.2020 19:05:20;moloko;False;92;92,036;6;5,838;91,457;91,356;5000;5.002,170;741,504;;
01.12.2020 19:05:30;moloko;False;92;92,043;6;5,773;91,486;91,385;5000;5.055,700;755,430;;
01.12.2020 19:05:31;moloko;False;92;92,043;6;5,802;91,493;91,392;5000;5.042,679;756,832;;
01.12.2020 19:05:32;moloko;False;92;92,014;6;5,802;91,486;91,385;5000;5.042,679;758,233;;
01.12.2020 19:05:33;moloko;False;92;91,985;6;5,802;91,486;91,421;5000;5.025,318;759,632;;
01.12.2020 19:05:34;moloko;False;92;91,978;6;5,838;91,486;91,399;5000;5.021,702;761,027;;
01.12.2020 19:05:35;moloko;False;92;91,978;6;5,867;91,515;91,399;5000;4.995,660;762,419;;
01.12.2020 19:05:37;moloko;False;92;92,043;6;5,874;91,551;91,363;5000;4.950,810;765,180;;
01.12.2020 19:05:38;moloko;False;92;92,043;6;5,867;91,587;91,385;5000;4.951,534;766,554;;
01.12.2020 19:05:53;moloko;False;92;92,368;6;5,773;91,457;91,602;5000;5.019,531;787,443;;
01.12.2020 19:05:55;moloko;False;92;92,361;6;5,773;91,421;91,536;5000;4.992,766;790,221;;
01.12.2020 19:06:11;moloko;False;92;91,905;6;6,069;91,565;91,421;5000;5.018,808;812,438;;
01.12.2020 19:06:13;moloko;False;92;91,869;6;6,134;91,522;91,428;5000;5.101,273;815,256;;
01.12.2020 19:06:31;moloko;False;92;92,014;6;6,214;91,797;91,558;5000;5.004,340;840,366;;
01.12.2020 19:06:32;moloko;False;92;92,007;6;6,214;91,797;91,573;5000;4.976,852;841,752;;
01.12.2020 19:06:34;moloko;False;92;92,043;6;6,149;91,826;91,602;5000;5.001,447;844,527;;
01.12.2020 19:06:35;moloko;False;92;92,079;6;6,149;91,804;91,630;5000;4.968,171;845,912;;
01.12.2020 19:06:37;moloko;False;92;92,108;6;6,084;91,797;91,667;5000;4.898,727;848,651;;
01.12.2020 19:06:38;moloko;False;92;92,137;6;5,961;91,768;91,667;5000;4.934,172;850,015;;
01.12.2020 19:06:54;moloko;False;92;92,079;6;5,671;91,312;91,464;5000;4.825,666;872,300;;
01.12.2020 19:06:59;moloko;False;92;91,978;6;5,700;91,240;91,262;5000;3.251,591;875,385;;
01.12.2020 19:07:11;moloko;False;92;92,491;6;5,910;91,413;91,095;5000;4.175,347;888,387;;
01.12.2020 19:07:12;moloko;False;92;92,491;6;5,946;91,413;91,124;5000;4.203,559;889,552;;
01.12.2020 19:07:15;moloko;False;92;92,571;6;5,975;91,442;91,175;5000;4.530,527;893,167;;
01.12.2020 19:07:17;moloko;False;92;92,600;6;6,040;91,486;91,204;5000;4.810,475;895,777;;
01.12.2020 19:07:18;moloko;False;92;92,571;6;6,040;91,522;91,233;5000;4.856,771;897,119;;
01.12.2020 19:07:20;moloko;False;92;92,535;6;6,069;91,551;91,269;5000;4.910,301;899,835;;
01.12.2020 19:07:31;moloko;False;92;91,573;6;6,214;91,688;91,493;5000;4.915,365;914,864;;
01.12.2020 19:07:32;moloko;False;92;91,522;6;6,243;91,630;91,493;5000;4.922,598;916,230;;
01.12.2020 19:07:36;moloko;False;92;91,413;6;6,243;91,565;91,573;5000;4.919,705;921,697;;
01.12.2020 19:07:37;moloko;False;92;91,406;6;6,272;91,558;91,573;5000;4.921,875;923,064;;
01.12.2020 19:07:54;moloko;False;92;91,826;6;6,257;91,826;91,464;5000;4.912,471;946,297;;
01.12.2020 19:07:55;moloko;False;92;91,855;6;6,250;91,826;91,493;5000;4.918,258;947,662;;
01.12.2020 19:07:56;moloko;False;92;91,978;6;6,257;91,862;91,493;5000;4.925,492;949,030;;
01.12.2020 19:07:57;moloko;False;92;92,007;6;6,207;91,869;91,529;5000;4.922,598;950,398;;
01.12.2020 19:07:59;moloko;False;92;92,014;6;6,214;91,934;91,710;5000;4.917,535;953,131;;
01.12.2020 19:08:00;moloko;False;92;92,007;6;6,178;91,934;91,739;5000;4.923,322;954,498;;
01.12.2020 19:08:11;moloko;False;92;91,602;6;6,040;91,240;91,573;5000;4.927,662;969,535;;
01.12.2020 19:08:12;moloko;False;92;91,594;6;6,069;91,211;91,573;5000;4.922,598;970,903;;
01.12.2020 19:08:14;moloko;False;92;91,551;6;6,069;91,045;91,356;5000;4.925,492;973,638;;
01.12.2020 19:08:15;moloko;False;92;91,551;6;6,069;91,037;91,319;5000;4.924,769;975,006;;
01.12.2020 19:08:16;moloko;False;92;91,515;6;6,069;91,016;91,291;5000;4.923,322;976,373;;
01.12.2020 19:08:17;moloko;False;92;91,551;6;6,040;90,979;91,131;5000;4.931,279;977,742;;
01.12.2020 19:08:19;moloko;False;92;91,580;6;6,040;90,907;91,110;5000;4.917,535;980,477;;
01.12.2020 19:08:20;moloko;False;92;91,580;6;6,004;90,922;90,958;5000;4.916,812;981,843;;
01.12.2020 19:08:30;moloko;False;92;91,761;6;5,975;91,088;90,705;5000;4.910,301;995,492;;
01.12.2020 19:08:31;moloko;False;92;91,797;6;6,011;91,124;90,755;5000;4.906,684;996,855;;
01.12.2020 19:08:35;moloko;False;92;91,869;6;6,069;91,327;90,828;5000;4.918,258;1.002,318;;
01.12.2020 19:08:36;moloko;False;92;91,869;6;6,069;91,341;91,016;5000;4.916,088;1.003,684;;
01.12.2020 19:08:37;moloko;False;92;91,891;6;6,098;91,377;91,045;5000;4.915,365;1.005,049;;
01.12.2020 19:08:38;moloko;False;92;91,934;6;6,141;91,413;91,074;5000;4.910,301;1.006,413;;
01.12.2020 19:08:50;moloko;False;92;92,180;6;6,286;91,312;91,356;5000;4.899,450;1.022,789;;
01.12.2020 19:08:51;moloko;False;92;92,195;6;6,286;91,312;91,319;5000;4.907,407;1.024,152;;
01.12.2020 19:08:53;moloko;False;92;92,325;6;6,286;91,240;91,291;5000;4.905,237;1.026,877;;
01.12.2020 19:08:54;moloko;False;92;92,383;6;6,257;91,240;91,262;5000;4.900,173;1.028,239;;
01.12.2020 19:08:55;moloko;False;92;92,390;6;6,257;91,204;91,262;5000;4.899,450;1.029,600;;
01.12.2020 19:08:56;moloko;False;92;92,412;6;6,257;91,204;91,218;5000;4.908,854;1.030,962;;
01.12.2020 19:08:58;moloko;False;92;92,477;6;6,214;91,175;91,153;5000;4.911,024;1.033,689;;
01.12.2020 19:08:59;moloko;False;92;92,441;6;6,243;91,204;91,153;5000;4.914,641;1.035,054;;
01.12.2020 19:09:11;moloko;False;92;92,224;6;6,149;91,377;91,204;5000;4.908,854;1.051,414;;
01.12.2020 19:09:12;moloko;False;92;92,216;6;6,149;91,413;91,189;5000;4.908,854;1.052,777;;
01.12.2020 19:09:14;moloko;False;92;92,151;6;6,084;91,442;91,247;5000;4.910,301;1.055,505;;
01.12.2020 19:09:16;moloko;False;92;92,180;6;6,084;91,471;91,276;5000;4.910,301;1.058,232;;
