_time,RecipeName ,HolderTankStatus ,PasterTemper
01.12.2020 0:39,tvorog 9- 1,FALSE,72.685
01.12.2020 0:39,tvorog 9- 1,FALSE,72.83
01.12.2020 0:39,tvorog 9- 1,FALSE,73.025
01.12.2020 0:39,tvorog 9- 1,FALSE,72.96
01.12.2020 0:39,tvorog 9- 1,FALSE,72.96
01.12.2020 0:39,tvorog 9- 1,FALSE,72.96
01.12.2020 0:40,tvorog 9- 1,FALSE,72.888
01.12.2020 0:40,tvorog 9- 1,FALSE,72.917
01.12.2020 0:40,tvorog 9- 1,FALSE,72.953
01.12.2020 0:40,tvorog 9- 1,FALSE,72.96
01.12.2020 0:40,tvorog 9- 1,FALSE,73.025
01.12.2020 0:40,tvorog 9- 1,FALSE,73.025
01.12.2020 0:40,tvorog 9- 1,FALSE,73.278
01.12.2020 0:40,tvorog 9- 1,FALSE,73.271
01.12.2020 0:40,tvorog 9- 1,FALSE,72.996
01.12.2020 0:40,tvorog 9- 1,FALSE,72.996
01.12.2020 0:40,tvorog 9- 1,FALSE,72.967
01.12.2020 0:40,tvorog 9- 1,FALSE,72.96
01.12.2020 0:40,tvorog 9- 1,FALSE,73.025
01.12.2020 0:40,tvorog 9- 1,FALSE,73.025
01.12.2020 0:41,tvorog 9- 1,FALSE,72.967
01.12.2020 0:41,tvorog 9- 1,FALSE,72.96
01.12.2020 0:41,tvorog 9- 1,FALSE,72.96
01.12.2020 0:41,tvorog 9- 1,FALSE,72.996
01.12.2020 0:41,tvorog 9- 1,FALSE,73.134
01.12.2020 0:41,tvorog 9- 1,FALSE,73.134
01.12.2020 0:41,tvorog 9- 1,FALSE,73.105
01.12.2020 0:41,tvorog 9- 1,FALSE,73.069
01.12.2020 0:41,tvorog 9- 1,FALSE,72.996
01.12.2020 0:41,tvorog 9- 1,FALSE,72.996
01.12.2020 0:41,tvorog 9- 1,FALSE,72.996
01.12.2020 0:41,tvorog 9- 1,FALSE,72.996
01.12.2020 0:42,tvorog 9- 1,FALSE,72.917
01.12.2020 0:42,tvorog 9- 1,FALSE,72.953
01.12.2020 0:42,tvorog 9- 1,FALSE,72.96
01.12.2020 0:42,tvorog 9- 1,FALSE,72.96
01.12.2020 0:42,tvorog 9- 1,FALSE,72.931
01.12.2020 0:42,tvorog 9- 1,FALSE,72.931
01.12.2020 0:42,tvorog 9- 1,FALSE,72.917
01.12.2020 0:42,tvorog 9- 1,FALSE,72.996
01.12.2020 0:42,tvorog 9- 1,FALSE,72.989
01.12.2020 0:42,tvorog 9- 1,FALSE,72.996
01.12.2020 0:42,tvorog 9- 1,FALSE,72.996
01.12.2020 0:42,tvorog 9- 1,FALSE,72.96
01.12.2020 0:42,tvorog 9- 1,FALSE,72.859
01.12.2020 0:42,tvorog 9- 1,FALSE,72.859
01.12.2020 0:42,tvorog 9- 1,FALSE,72.852
01.12.2020 0:42,tvorog 9- 1,FALSE,72.852
01.12.2020 0:42,tvorog 9- 1,FALSE,72.786
01.12.2020 0:42,tvorog 9- 1,FALSE,72.794
01.12.2020 0:43,tvorog 9- 1,FALSE,72.714
01.12.2020 0:43,tvorog 9- 1,FALSE,72.714
01.12.2020 0:43,tvorog 9- 1,FALSE,72.75
01.12.2020 0:43,tvorog 9- 1,FALSE,72.75
01.12.2020 0:43,tvorog 9- 1,FALSE,72.779
01.12.2020 0:43,tvorog 9- 1,FALSE,72.779
01.12.2020 0:43,tvorog 9- 1,FALSE,72.779
01.12.2020 0:43,tvorog 9- 1,FALSE,72.808
01.12.2020 0:43,tvorog 9- 1,FALSE,72.714
01.12.2020 0:43,tvorog 9- 1,FALSE,72.75
01.12.2020 0:43,tvorog 9- 1,FALSE,73.025
01.12.2020 0:43,tvorog 9- 1,FALSE,73.22
01.12.2020 0:43,tvorog 9- 1,FALSE,73.242
01.12.2020 0:43,tvorog 9- 1,FALSE,73.242
01.12.2020 0:43,tvorog 9- 1,FALSE,73.271
01.12.2020 0:43,tvorog 9- 1,FALSE,73.322
01.12.2020 0:43,tvorog 9- 1,FALSE,73.322
01.12.2020 0:43,tvorog 9- 1,FALSE,73.336
01.12.2020 0:44,tvorog 9- 1,FALSE,73.163
01.12.2020 0:44,tvorog 9- 1,FALSE,73.17
01.12.2020 0:44,tvorog 9- 1,FALSE,73.17
01.12.2020 0:44,tvorog 9- 1,FALSE,73.141
01.12.2020 0:44,tvorog 9- 1,FALSE,73.134
01.12.2020 0:44,tvorog 9- 1,FALSE,73.134
01.12.2020 0:44,tvorog 9- 1,FALSE,73.09
01.12.2020 0:44,tvorog 9- 1,FALSE,73.09
01.12.2020 0:44,tvorog 9- 1,FALSE,73.04
01.12.2020 0:44,tvorog 9- 1,FALSE,73.025
01.12.2020 0:44,tvorog 9- 1,FALSE,72.96
01.12.2020 0:44,tvorog 9- 1,FALSE,72.96
01.12.2020 0:44,tvorog 9- 1,FALSE,72.996
01.12.2020 0:44,tvorog 9- 1,FALSE,72.96
01.12.2020 0:44,tvorog 9- 1,FALSE,72.96
01.12.2020 0:44,tvorog 9- 1,FALSE,72.96
01.12.2020 0:45,tvorog 9- 1,FALSE,73.076
01.12.2020 0:45,tvorog 9- 1,FALSE,73.069
01.12.2020 0:45,tvorog 9- 1,FALSE,73.069
01.12.2020 0:45,tvorog 9- 1,FALSE,73.069
01.12.2020 0:45,tvorog 9- 1,FALSE,73.025
01.12.2020 0:45,tvorog 9- 1,FALSE,73.025
